数据集,字段,非空数量,平均值,标准差,最小值,Q1,中位数,Q3,最大值
男胎,X染色体浓度,1082,0.057024936271719034,0.041464976956572246,-0.076508263,0.029686839,0.0550994345,0.080623137,0.223932573
男胎,13号染色体的GC含量,1082,0.3786933978410351,0.0031643940914512212,0.366486967,0.37674906900000005,0.37850197799999996,0.3803979675,0.402934581
男胎,18号染色体的GC含量,1082,0.39147874860905735,0.0030202677864658084,0.378464788,0.38970237199999996,0.39126388700000003,0.393160358,0.412192792
男胎,21号染色体的GC含量,1082,0.40085072870332716,0.0038095896395479436,0.385214418,0.39857909125,0.4006830765,0.40310219675000003,0.425052136
男胎,被过滤掉读段数的比例,1082,0.023043272059149723,0.0034032095124037457,0.011982671,0.02075658975,0.022831883,0.02497814575,0.037834786
男胎,生产次数,1082,0.3798521256931608,0.6371775009776978,0.0,0.0,0.0,1.0,3.0
男胎,孕周_连续值,1082,16.8456561922366,4.076303144540669,11.0,13.285714285714286,16.0,20.0,29.0
男胎,BMI_calc,1082,32.288798111880446,2.9724067227241435,20.703124999999996,30.20848680315378,31.81253259244358,33.92526087128224,46.87499999999999
男胎,measurement_BMI,1082,32.288798111880446,2.9724067227241435,20.703124999999996,30.20848680315378,31.81253259244358,33.92526087128224,46.87499999999999
男胎,BMI_diff,1082,-7.323053015480824e-06,0.0006817902451616543,-0.002209545749401798,-3.6708200923385448e-09,7.105427357601002e-15,3.6152503213315867e-09,0.002029465386911511
男胎,baseline_BMI,1082,31.825909544938757,2.8258530577639354,20.703124999999996,29.772267791574105,31.34666864961333,33.37684427040069,46.87499999999999
男胎,abnormal_any,1082,0.11645101663585952,0.32091331837886383,0.0,0.0,0.0,0.0,1.0
男胎,abnormal_T13,1082,0.04251386321626617,0.20185165574492422,0.0,0.0,0.0,0.0,1.0
男胎,abnormal_T18,1082,0.0767097966728281,0.26625349233316564,0.0,0.0,0.0,0.0,1.0
男胎,abnormal_T21,1082,0.022181146025878003,0.14734044505407082,0.0,0.0,0.0,0.0,1.0
男胎,孕妇记录数,1082,4.292051756007393,1.0168386395001163,1.0,4.0,4.0,4.0,8.0
男胎,孕妇不同孕周数,1082,3.925138632162662,0.43327830752493285,1.0,4.0,4.0,4.0,5.0
男胎,孕妇检测日期数,1082,4.1709796672828094,0.7421303195814548,1.0,4.0,4.0,4.0,7.0
男胎,孕妇检测抽血次数数,1082,3.925138632162662,0.4113741656540916,1.0,4.0,4.0,4.0,5.0
男胎,同次采血检测次数,1082,1.1515711645101663,0.4952525113238253,1.0,1.0,1.0,1.0,3.0
男胎,同孕周检测次数,1082,1.1534195933456561,0.4965490041378472,1.0,1.0,1.0,1.0,3.0
男胎,Y_pass,1082,0.865988909426987,0.34082176344458615,0.0,1.0,1.0,1.0,1.0
女胎,序号,605,303.0,174.79273440277774,1.0,152.0,303.0,454.0,605.0
女胎,年龄,605,30.01818181818182,4.309007968068077,19.0,27.0,30.0,32.0,44.0
女胎,身高,605,161.31272727272727,5.204237957206779,135.0,158.0,161.5,165.0,173.0
女胎,体重,605,83.81634710743802,9.563545612409733,56.0,77.0,82.0,90.0,121.0
女胎,检测日期,605,20233010.360330578,4030.5651788970786,20230305.0,20230609.0,20230816.0,20231225.0,20240708.0
女胎,检测抽血次数,605,2.4727272727272727,1.1237944239427282,1.0,1.0,2.0,3.0,5.0
女胎,孕妇BMI,604,32.16241331817881,2.9541356507097167,25.59373706,30.1086607325,31.475280775,33.3576113825,45.72473708
女胎,原始读段数,605,4711221.517355372,997800.2019574359,2028749.0,4097391.0,4587760.0,5205392.0,13545982.0
女胎,在参考基因组上比对的比例,605,0.7957746598363636,0.017729969127282197,0.6737146,0.7914711,0.801418,0.806022,0.8158205
女胎,重复读段的比例,605,0.03040611532231405,0.003354074151433926,0.010141948,0.02851935,0.0302392,0.03190338,0.05368511
女胎,唯一比对的读段数,605,3552814.418181818,767708.0125262612,1202144.0,3081922.0,3461787.0,3908881.0,10299908.0
女胎,GC含量,605,0.401088925785124,0.004429767867342411,0.367701,0.3990289,0.4010638,0.403026,0.4434829
女胎,13号染色体的Z值,605,0.4347932442297521,1.3304145611216658,-3.143221872,-0.444223046,0.303587253,1.314557021,7.194432708
女胎,18号染色体的Z值,605,0.8040434034198347,1.2842591089814752,-2.312643722,-0.061295183,0.700946782,1.609503449,5.380943783
女胎,21号染色体的Z值,605,-0.11744321538181819,1.124954527888087,-4.255845052,-0.824381393,-0.141454103,0.688025783,2.662144445
女胎,X染色体的Z值,605,0.4772221146198347,1.3005205876538506,-8.298997929,-0.339565512,0.527573404,1.245971478,10.28612325
女胎,Unnamed: 20,0,,,,,,,
女胎,Unnamed: 21,0,,,,,,,
女胎,X染色体浓度,605,-0.006850891368595041,0.01799805024430602,-0.070047795,-0.018146753,-0.007788753,0.004888197,0.120868993
女胎,13号染色体的GC含量,605,0.3790796892776859,0.004387933620289501,0.350101203,0.37711975,0.378912628,0.380652726,0.426436633
女胎,18号染色体的GC含量,605,0.3919494467454545,0.004184222108449377,0.361057311,0.390100837,0.391897202,0.393643409,0.433851272
女胎,21号染色体的GC含量,605,0.4012309752826446,0.005044729509326477,0.36467278,0.398746014,0.401256502,0.403482795,0.449964464
女胎,被过滤掉读段数的比例,605,0.023593128084297522,0.009406840781052292,0.016272513,0.020781197,0.022705113,0.02489341,0.185965378
女胎,生产次数,605,0.4214876033057851,0.5390706086598508,0.0,0.0,0.0,1.0,2.0
女胎,Y染色体Z值,0,,,,,,,
女胎,Y染色体浓度,0,,,,,,,
女胎,孕周_连续值,605,18.345926800472252,4.369457451689301,11.0,15.0,17.714285714285715,23.0,28.428571428571427
女胎,BMI_calc,605,32.16908494930423,2.9562472589837667,25.59373706198954,30.11027889645828,31.487889273356405,33.391003460207614,45.72473708276176
女胎,measurement_BMI,605,32.16908494930423,2.9562472589837667,25.59373706198954,30.11027889645828,31.487889273356405,33.391003460207614,45.72473708276176
女胎,BMI_diff,604,6.863577550311916e-11,2.543721924601217e-09,-4.96879692946095e-09,-2.0408208456501598e-09,7.105427357601002e-15,1.8945343072118703e-09,4.997723124233744e-09
女胎,baseline_BMI,605,31.59393048913438,2.8117286851908294,25.59373706198954,29.570312499999996,30.859374999999993,33.02148746208723,44.20057918000304
女胎,abnormal_any,605,0.11074380165289256,0.3140742870145043,0.0,0.0,0.0,0.0,1.0
女胎,abnormal_T13,605,0.03801652892561983,0.19139441193095288,0.0,0.0,0.0,0.0,1.0
女胎,abnormal_T18,605,0.07603305785123966,0.2652703211371941,0.0,0.0,0.0,0.0,1.0
女胎,abnormal_T21,605,0.021487603305785124,0.14512304186393823,0.0,0.0,0.0,0.0,1.0
女胎,孕妇记录数,605,4.395041322314049,1.0831224209447496,1.0,4.0,4.0,5.0,9.0
女胎,孕妇不同孕周数,605,3.8727272727272726,0.48350267262662167,1.0,4.0,4.0,4.0,5.0
女胎,孕妇检测日期数,605,4.24297520661157,0.852812492131338,1.0,4.0,4.0,5.0,8.0
女胎,孕妇检测抽血次数数,605,3.887603305785124,0.4716411827725257,1.0,4.0,4.0,4.0,5.0
女胎,同次采血检测次数,605,1.234710743801653,0.6233203581155786,1.0,1.0,1.0,1.0,4.0
女胎,同孕周检测次数,605,1.2413223140495868,0.6260976350304023,1.0,1.0,1.0,1.0,4.0
女胎,Y_pass,0,,,,,,,
