数据集,变量一,变量二,Spearman相关系数,P值,样本数
男胎,孕周_连续值,Y染色体浓度,0.08428675276902133,0.0055330486404856286,1082
男胎,孕周_连续值,X染色体浓度,0.14099264138942993,3.22891978340502e-06,1082
男胎,检测抽血次数,年龄,-0.008312549250964212,0.7847611775008958,1082
男胎,检测抽血次数,身高,-0.017684288805608805,0.561189261109148,1082
男胎,检测抽血次数,体重,0.11109136656423182,0.00025091125657431836,1082
男胎,检测抽血次数,BMI_calc,0.15836617856305835,1.638128560623014e-07,1082
男胎,检测抽血次数,孕周_连续值,0.7984754245573237,2.93900576806234e-240,1082
男胎,检测抽血次数,检测抽血次数,1.0,0.0,1082
男胎,检测抽血次数,原始读段数,-0.05864210051637536,0.053806672093295045,1082
男胎,检测抽血次数,在参考基因组上比对的比例,-0.06185574891429617,0.041924883014422876,1082
男胎,检测抽血次数,重复读段的比例,0.03164903030816174,0.29828736216430574,1082
男胎,检测抽血次数,唯一比对的读段数,-0.07012331981615481,0.021066298809245796,1082
男胎,检测抽血次数,GC含量,-0.05817738757907577,0.05573755365140768,1082
男胎,检测抽血次数,被过滤掉读段数的比例,0.054868272392022216,0.0712160705813051,1082
男胎,检测抽血次数,13号染色体的Z值,0.0947974115706169,0.0017982713315278255,1082
男胎,检测抽血次数,18号染色体的Z值,0.13952411542152116,4.090719012399955e-06,1082
男胎,检测抽血次数,21号染色体的Z值,0.0789577812667801,0.00936936385707922,1082
男胎,检测抽血次数,X染色体的Z值,0.09213311515908618,0.0024168950333341853,1082
男胎,检测抽血次数,Y染色体的Z值,0.0894528501457263,0.0032301133577207963,1082
男胎,检测抽血次数,Y染色体浓度,0.32299680160021854,1.0796602250566231e-27,1082
男胎,检测抽血次数,X染色体浓度,0.16232270589554276,7.922803621853879e-08,1082
男胎,原始读段数,年龄,-0.020105952509150083,0.5088285394810877,1082
男胎,原始读段数,身高,-0.02350136104548598,0.4399596030456435,1082
男胎,原始读段数,体重,-0.05942730491464794,0.05067096988902751,1082
男胎,原始读段数,BMI_calc,-0.0459580936902624,0.1308430321883426,1082
男胎,原始读段数,孕周_连续值,-0.06668139795173042,0.02828515315586624,1082
男胎,原始读段数,检测抽血次数,-0.058642100516375355,0.05380667209329508,1082
男胎,原始读段数,原始读段数,1.0,0.0,1082
男胎,原始读段数,在参考基因组上比对的比例,0.039384231877566726,0.19549255939921753,1082
男胎,原始读段数,重复读段的比例,0.012654983793345844,0.6775522633192568,1082
男胎,原始读段数,唯一比对的读段数,0.5989847991037872,2.453519199084543e-106,1082
男胎,原始读段数,GC含量,0.035181776387480934,0.2475660319061006,1082
男胎,原始读段数,被过滤掉读段数的比例,0.2171556852201778,5.154915798333021e-13,1082
男胎,原始读段数,13号染色体的Z值,-0.01119283220694832,0.7130519112846153,1082
男胎,原始读段数,18号染色体的Z值,-0.11842229007724271,9.438149366895316e-05,1082
男胎,原始读段数,21号染色体的Z值,-0.06775610640831498,0.025831269070044086,1082
男胎,原始读段数,X染色体的Z值,-0.03654739994051072,0.22967617802994994,1082
男胎,原始读段数,Y染色体的Z值,-0.05956230725066757,0.050147550228707816,1082
男胎,原始读段数,Y染色体浓度,-0.08598906895682422,0.00464783535463098,1082
男胎,原始读段数,X染色体浓度,-0.019426097000080727,0.5232659407902902,1082
男胎,在参考基因组上比对的比例,年龄,0.0031324099384809918,0.9180281142089181,1082
男胎,在参考基因组上比对的比例,身高,0.019982295943322854,0.5114389092064553,1082
男胎,在参考基因组上比对的比例,体重,0.027426510286649476,0.36743519877696107,1082
男胎,在参考基因组上比对的比例,BMI_calc,0.02743384386574317,0.3673070624338938,1082
男胎,在参考基因组上比对的比例,孕周_连续值,-0.010584211963279655,0.7280189811875304,1082
男胎,在参考基因组上比对的比例,检测抽血次数,-0.061855748914296176,0.041924883014422876,1082
男胎,在参考基因组上比对的比例,原始读段数,0.039384231877566726,0.19549255939921753,1082
男胎,在参考基因组上比对的比例,在参考基因组上比对的比例,1.0,0.0,1082
男胎,在参考基因组上比对的比例,重复读段的比例,-0.1290474467694687,2.064809030410398e-05,1082
男胎,在参考基因组上比对的比例,唯一比对的读段数,0.08987196783181235,0.0030883969212913425,1082
男胎,在参考基因组上比对的比例,GC含量,-0.038289643275034105,0.2082123109673626,1082
男胎,在参考基因组上比对的比例,被过滤掉读段数的比例,-0.15730131785477083,1.9858099171087737e-07,1082
男胎,在参考基因组上比对的比例,13号染色体的Z值,0.01713462243673491,0.5734266090412323,1082
男胎,在参考基因组上比对的比例,18号染色体的Z值,0.02225985951711531,0.46450131579747855,1082
男胎,在参考基因组上比对的比例,21号染色体的Z值,-0.012410909832579878,0.6834312192133323,1082
男胎,在参考基因组上比对的比例,X染色体的Z值,-0.07302326284179671,0.016286026278419685,1082
男胎,在参考基因组上比对的比例,Y染色体的Z值,-0.04295158998861219,0.15799173506265052,1082
男胎,在参考基因组上比对的比例,Y染色体浓度,-0.15943210693349455,1.3493241590853368e-07,1082
男胎,在参考基因组上比对的比例,X染色体浓度,-0.020252241872622628,0.505749422729582,1082
男胎,重复读段的比例,年龄,0.04824118717325081,0.1127566329612371,1082
男胎,重复读段的比例,身高,-0.03269166851165615,0.28264506976552295,1082
男胎,重复读段的比例,体重,-0.011333160879018435,0.7096163257220309,1082
男胎,重复读段的比例,BMI_calc,-0.004498634598707953,0.8824952833616928,1082
男胎,重复读段的比例,孕周_连续值,0.03113787415291605,0.3061630705533535,1082
男胎,重复读段的比例,检测抽血次数,0.03164903030816174,0.29828736216430574,1082
男胎,重复读段的比例,原始读段数,0.012654983793345844,0.6775522633192568,1082
男胎,重复读段的比例,在参考基因组上比对的比例,-0.1290474467694687,2.064809030410398e-05,1082
男胎,重复读段的比例,重复读段的比例,1.0,0.0,1082
男胎,重复读段的比例,唯一比对的读段数,0.04620911990491341,0.12875076088449078,1082
男胎,重复读段的比例,GC含量,0.01983560753348398,0.5145445073938653,1082
男胎,重复读段的比例,被过滤掉读段数的比例,-0.07150540809226752,0.01865394479690475,1082
男胎,重复读段的比例,13号染色体的Z值,-0.008121068140740045,0.7896014710005315,1082
男胎,重复读段的比例,18号染色体的Z值,0.0026320860040509307,0.9310854091795469,1082
男胎,重复读段的比例,21号染色体的Z值,-0.04431092325472831,0.14523126419654245,1082
男胎,重复读段的比例,X染色体的Z值,-0.06516915579079027,0.032076169257501466,1082
男胎,重复读段的比例,Y染色体的Z值,-0.014132349448535714,0.6423955111487137,1082
男胎,重复读段的比例,Y染色体浓度,0.1058103196583375,0.0004898103586609589,1082
男胎,重复读段的比例,X染色体浓度,0.08595428311584943,0.004664560815545749,1082
男胎,唯一比对的读段数,年龄,-0.005681399637827348,0.8519208407171596,1082
男胎,唯一比对的读段数,身高,-0.021237065952790776,0.4852782817446774,1082
男胎,唯一比对的读段数,体重,-0.0672169693949973,0.02703828932792684,1082
男胎,唯一比对的读段数,BMI_calc,-0.06106691252327262,0.04461423470792,1082
男胎,唯一比对的读段数,孕周_连续值,-0.08433040697409724,0.0055085705875495385,1082
男胎,唯一比对的读段数,检测抽血次数,-0.07012331981615481,0.021066298809245796,1082
男胎,唯一比对的读段数,原始读段数,0.5989847991037872,2.453519199084543e-106,1082
男胎,唯一比对的读段数,在参考基因组上比对的比例,0.08987196783181237,0.003088396921291336,1082
男胎,唯一比对的读段数,重复读段的比例,0.04620911990491341,0.12875076088449078,1082
男胎,唯一比对的读段数,唯一比对的读段数,1.0,0.0,1082
男胎,唯一比对的读段数,GC含量,-0.009093399699261626,0.7651104929034268,1082
男胎,唯一比对的读段数,被过滤掉读段数的比例,0.15747663414836297,1.9240393442032954e-07,1082
男胎,唯一比对的读段数,13号染色体的Z值,-0.015980290410711227,0.5995290335436625,1082
男胎,唯一比对的读段数,18号染色体的Z值,-0.12691164573068858,2.8301892637065733e-05,1082
男胎,唯一比对的读段数,21号染色体的Z值,-0.016780582638300564,0.5813749896242173,1082
男胎,唯一比对的读段数,X染色体的Z值,-0.05264036066702627,0.0834984310219882,1082
男胎,唯一比对的读段数,Y染色体的Z值,-0.06759474823039469,0.026187541571983334,1082
男胎,唯一比对的读段数,Y染色体浓度,-0.06943907987737101,0.02235799041574383,1082
男胎,唯一比对的读段数,X染色体浓度,-0.07838310503996297,0.009899943259348882,1082
男胎,GC含量,年龄,0.04612223499307144,0.1294719777340932,1082
男胎,GC含量,身高,-0.007966533617890119,0.7935137523455053,1082
男胎,GC含量,体重,-0.008771889451997021,0.7731840610968014,1082
男胎,GC含量,BMI_calc,-0.0045858553179821,0.8802340715601102,1082
男胎,GC含量,孕周_连续值,-0.061106777570820475,0.0444749194303511,1082
男胎,GC含量,检测抽血次数,-0.05817738757907577,0.05573755365140768,1082
男胎,GC含量,原始读段数,0.03518177638748093,0.24756603190610066,1082
男胎,GC含量,在参考基因组上比对的比例,-0.038289643275034105,0.2082123109673626,1082
男胎,GC含量,重复读段的比例,0.019835607533483977,0.5145445073938653,1082
男胎,GC含量,唯一比对的读段数,-0.009093399699261626,0.7651104929034268,1082
男胎,GC含量,GC含量,1.0,0.0,1082
男胎,GC含量,被过滤掉读段数的比例,-0.025560834060643505,0.40093219737598396,1082
男胎,GC含量,13号染色体的Z值,-0.10692025563803931,0.00042661367805714993,1082
男胎,GC含量,18号染色体的Z值,-0.09753515979840507,0.0013169877005996544,1082
男胎,GC含量,21号染色体的Z值,-0.03280819691590173,0.2809319842546653,1082
男胎,GC含量,X染色体的Z值,-0.35301319086295696,4.180115118782513e-33,1082
男胎,GC含量,Y染色体的Z值,-0.3305186311241009,5.405356499270704e-29,1082
男胎,GC含量,Y染色体浓度,-0.016646062308148555,0.5844084746807454,1082
男胎,GC含量,X染色体浓度,0.03960431010971087,0.19300531003679514,1082
男胎,被过滤掉读段数的比例,年龄,0.014265151510303027,0.6392726069554757,1082
男胎,被过滤掉读段数的比例,身高,0.011556567300220966,0.7041589651709039,1082
男胎,被过滤掉读段数的比例,体重,-0.004530806698998369,0.8816611039357692,1082
男胎,被过滤掉读段数的比例,BMI_calc,-0.006032542291444342,0.8428842945287818,1082
男胎,被过滤掉读段数的比例,孕周_连续值,0.023637664838612946,0.43731120127308504,1082
男胎,被过滤掉读段数的比例,检测抽血次数,0.05486827239202222,0.0712160705813051,1082
男胎,被过滤掉读段数的比例,原始读段数,0.2171556852201778,5.154915798333021e-13,1082
男胎,被过滤掉读段数的比例,在参考基因组上比对的比例,-0.15730131785477083,1.9858099171087737e-07,1082
男胎,被过滤掉读段数的比例,重复读段的比例,-0.07150540809226752,0.01865394479690475,1082
男胎,被过滤掉读段数的比例,唯一比对的读段数,0.15747663414836297,1.9240393442032954e-07,1082
男胎,被过滤掉读段数的比例,GC含量,-0.025560834060643505,0.40093219737598396,1082
男胎,被过滤掉读段数的比例,被过滤掉读段数的比例,1.0,0.0,1082
男胎,被过滤掉读段数的比例,13号染色体的Z值,-0.009065676136687155,0.7658056807293603,1082
男胎,被过滤掉读段数的比例,18号染色体的Z值,-0.028833184987478784,0.3433673355122707,1082
男胎,被过滤掉读段数的比例,21号染色体的Z值,-0.012242593480351859,0.6874966414564416,1082
男胎,被过滤掉读段数的比例,X染色体的Z值,0.03532164428975713,0.24569019283771598,1082
男胎,被过滤掉读段数的比例,Y染色体的Z值,0.04888232462975709,0.10804865851742318,1082
男胎,被过滤掉读段数的比例,Y染色体浓度,0.0860377141892331,0.004624537062341289,1082
男胎,被过滤掉读段数的比例,X染色体浓度,-0.00011181772166278916,0.997068694576241,1082
男胎,13号染色体的Z值,年龄,-0.0506656350587746,0.09576777020311912,1082
男胎,13号染色体的Z值,身高,-0.023074719226307078,0.448308461282327,1082
男胎,13号染色体的Z值,体重,-0.01084038447703993,0.7217062212829743,1082
男胎,13号染色体的Z值,BMI_calc,0.004641851988259449,0.8787828611469157,1082
男胎,13号染色体的Z值,孕周_连续值,0.17061536643477704,1.6312990618308917e-08,1082
男胎,13号染色体的Z值,检测抽血次数,0.0947974115706169,0.0017982713315278255,1082
男胎,13号染色体的Z值,原始读段数,-0.01119283220694832,0.7130519112846153,1082
男胎,13号染色体的Z值,在参考基因组上比对的比例,0.01713462243673491,0.5734266090412323,1082
男胎,13号染色体的Z值,重复读段的比例,-0.008121068140740045,0.7896014710005315,1082
男胎,13号染色体的Z值,唯一比对的读段数,-0.015980290410711227,0.5995290335436625,1082
男胎,13号染色体的Z值,GC含量,-0.10692025563803932,0.0004266136780571489,1082
男胎,13号染色体的Z值,被过滤掉读段数的比例,-0.009065676136687155,0.7658056807293603,1082
男胎,13号染色体的Z值,13号染色体的Z值,1.0,0.0,1082
男胎,13号染色体的Z值,18号染色体的Z值,0.37752665385726075,5.559222613008843e-38,1082
男胎,13号染色体的Z值,21号染色体的Z值,0.02075414500128247,0.4952602032517523,1082
男胎,13号染色体的Z值,X染色体的Z值,0.3487109517863176,2.71547274647805e-32,1082
男胎,13号染色体的Z值,Y染色体的Z值,0.30704162569695254,4.7022093941121445e-25,1082
男胎,13号染色体的Z值,Y染色体浓度,-0.0766495253719725,0.011666035877230875,1082
男胎,13号染色体的Z值,X染色体浓度,-0.1996945382549305,3.40308535014476e-11,1082
男胎,18号染色体的Z值,年龄,-0.025117337376511714,0.40915639846232343,1082
男胎,18号染色体的Z值,身高,0.029503956683748774,0.3322530883178477,1082
男胎,18号染色体的Z值,体重,0.06790345884725993,0.0255095849346531,1082
男胎,18号染色体的Z值,BMI_calc,0.07660965124778381,0.011709750184544749,1082
男胎,18号染色体的Z值,孕周_连续值,0.29610825425408954,2.4493839296399968e-23,1082
男胎,18号染色体的Z值,检测抽血次数,0.13952411542152116,4.090719012399955e-06,1082
男胎,18号染色体的Z值,原始读段数,-0.11842229007724271,9.438149366895316e-05,1082
男胎,18号染色体的Z值,在参考基因组上比对的比例,0.022259859517115312,0.46450131579747855,1082
男胎,18号染色体的Z值,重复读段的比例,0.0026320860040509307,0.9310854091795469,1082
男胎,18号染色体的Z值,唯一比对的读段数,-0.12691164573068858,2.8301892637065733e-05,1082
男胎,18号染色体的Z值,GC含量,-0.09753515979840507,0.0013169877005996544,1082
男胎,18号染色体的Z值,被过滤掉读段数的比例,-0.028833184987478784,0.3433673355122707,1082
男胎,18号染色体的Z值,13号染色体的Z值,0.37752665385726075,5.559222613008843e-38,1082
男胎,18号染色体的Z值,18号染色体的Z值,1.0,0.0,1082
男胎,18号染色体的Z值,21号染色体的Z值,-0.0013638806383169612,0.9642576876495367,1082
男胎,18号染色体的Z值,X染色体的Z值,0.3012839532531916,3.8505926780154245e-24,1082
男胎,18号染色体的Z值,Y染色体的Z值,0.21524499332918504,8.301898999595532e-13,1082
男胎,18号染色体的Z值,Y染色体浓度,-0.178162993178759,3.6141440996209757e-09,1082
男胎,18号染色体的Z值,X染色体浓度,-0.18513769639322505,8.464864397074338e-10,1082
男胎,21号染色体的Z值,年龄,-0.03569076116819596,0.24078764641126527,1082
男胎,21号染色体的Z值,身高,-0.06496801618118908,0.032611782842108895,1082
男胎,21号染色体的Z值,体重,-0.044434690773885635,0.14410975224796813,1082
男胎,21号染色体的Z值,BMI_calc,-0.01810163408135646,0.5519828880580898,1082
男胎,21号染色体的Z值,孕周_连续值,0.038249051782461845,0.20869526747510722,1082
男胎,21号染色体的Z值,检测抽血次数,0.0789577812667801,0.00936936385707922,1082
男胎,21号染色体的Z值,原始读段数,-0.06775610640831498,0.025831269070044086,1082
男胎,21号染色体的Z值,在参考基因组上比对的比例,-0.012410909832579878,0.6834312192133323,1082
男胎,21号染色体的Z值,重复读段的比例,-0.04431092325472831,0.14523126419654245,1082
男胎,21号染色体的Z值,唯一比对的读段数,-0.016780582638300564,0.5813749896242173,1082
男胎,21号染色体的Z值,GC含量,-0.03280819691590173,0.2809319842546653,1082
男胎,21号染色体的Z值,被过滤掉读段数的比例,-0.012242593480351859,0.6874966414564416,1082
男胎,21号染色体的Z值,13号染色体的Z值,0.02075414500128247,0.4952602032517523,1082
男胎,21号染色体的Z值,18号染色体的Z值,-0.0013638806383169612,0.9642576876495367,1082
男胎,21号染色体的Z值,21号染色体的Z值,1.0,0.0,1082
男胎,21号染色体的Z值,X染色体的Z值,0.09122328649075336,0.0026691684766029337,1082
男胎,21号染色体的Z值,Y染色体的Z值,0.09541858017014473,0.0016767164097897178,1082
男胎,21号染色体的Z值,Y染色体浓度,0.033535402723624305,0.27040050376419306,1082
男胎,21号染色体的Z值,X染色体浓度,-0.048796506292777105,0.10866967787664396,1082
男胎,X染色体的Z值,年龄,-0.08706309747949283,0.004157381310432708,1082
男胎,X染色体的Z值,身高,-0.016662460861078456,0.5840382876936507,1082
男胎,X染色体的Z值,体重,-0.023359073771496684,0.4427340430395751,1082
男胎,X染色体的Z值,BMI_calc,-0.015187840387114203,0.6177535827747397,1082
男胎,X染色体的Z值,孕周_连续值,0.15185955869261536,5.205145560839956e-07,1082
男胎,X染色体的Z值,检测抽血次数,0.09213311515908618,0.0024168950333341853,1082
男胎,X染色体的Z值,原始读段数,-0.03654739994051072,0.22967617802994994,1082
男胎,X染色体的Z值,在参考基因组上比对的比例,-0.07302326284179671,0.016286026278419685,1082
男胎,X染色体的Z值,重复读段的比例,-0.06516915579079027,0.032076169257501466,1082
男胎,X染色体的Z值,唯一比对的读段数,-0.05264036066702627,0.0834984310219882,1082
男胎,X染色体的Z值,GC含量,-0.35301319086295696,4.180115118782513e-33,1082
男胎,X染色体的Z值,被过滤掉读段数的比例,0.03532164428975713,0.24569019283771598,1082
男胎,X染色体的Z值,13号染色体的Z值,0.3487109517863176,2.71547274647805e-32,1082
男胎,X染色体的Z值,18号染色体的Z值,0.3012839532531916,3.8505926780154245e-24,1082
男胎,X染色体的Z值,21号染色体的Z值,0.09122328649075336,0.0026691684766029337,1082
男胎,X染色体的Z值,X染色体的Z值,1.0,0.0,1082
男胎,X染色体的Z值,Y染色体的Z值,0.5614444822359429,6.800826722836616e-91,1082
男胎,X染色体的Z值,Y染色体浓度,-0.05589144422773659,0.06609308686476723,1082
男胎,X染色体的Z值,X染色体浓度,-0.28268011225311307,2.5014582492252852e-21,1082
男胎,Y染色体的Z值,年龄,-0.09169508103553292,0.002535497674265837,1082
男胎,Y染色体的Z值,身高,-0.04357950071312008,0.15199573559938104,1082
男胎,Y染色体的Z值,体重,-0.009873444080755973,0.7456297024444523,1082
男胎,Y染色体的Z值,BMI_calc,0.0037348258888215075,0.9023360141566792,1082
男胎,Y染色体的Z值,孕周_连续值,0.1126218706252158,0.00020555388968743812,1082
男胎,Y染色体的Z值,检测抽血次数,0.0894528501457263,0.0032301133577207963,1082
男胎,Y染色体的Z值,原始读段数,-0.05956230725066757,0.050147550228707816,1082
男胎,Y染色体的Z值,在参考基因组上比对的比例,-0.042951589988612184,0.15799173506265066,1082
男胎,Y染色体的Z值,重复读段的比例,-0.014132349448535714,0.6423955111487137,1082
男胎,Y染色体的Z值,唯一比对的读段数,-0.06759474823039469,0.026187541571983334,1082
男胎,Y染色体的Z值,GC含量,-0.3305186311241009,5.405356499270704e-29,1082
男胎,Y染色体的Z值,被过滤掉读段数的比例,0.04888232462975709,0.10804865851742318,1082
男胎,Y染色体的Z值,13号染色体的Z值,0.30704162569695254,4.7022093941121445e-25,1082
男胎,Y染色体的Z值,18号染色体的Z值,0.21524499332918504,8.301898999595532e-13,1082
男胎,Y染色体的Z值,21号染色体的Z值,0.09541858017014473,0.0016767164097897178,1082
男胎,Y染色体的Z值,X染色体的Z值,0.5614444822359429,6.800826722836616e-91,1082
男胎,Y染色体的Z值,Y染色体的Z值,1.0,0.0,1082
男胎,Y染色体的Z值,Y染色体浓度,0.11345519028785761,0.0001842136178490365,1082
男胎,Y染色体的Z值,X染色体浓度,-0.16099153875627006,1.013629570782541e-07,1082
男胎,Y染色体浓度,年龄,-0.11720094019880417,0.00011152318585615474,1082
男胎,Y染色体浓度,身高,-0.10112886401612817,0.0008647006231826148,1082
男胎,Y染色体浓度,体重,-0.16697018963604288,3.299411462457054e-08,1082
男胎,Y染色体浓度,BMI_calc,-0.1549524716363677,3.0223949811419144e-07,1082
男胎,Y染色体浓度,孕周_连续值,0.08428675276902133,0.0055330486404856286,1082
男胎,Y染色体浓度,检测抽血次数,0.3229968016002186,1.0796602250566082e-27,1082
男胎,Y染色体浓度,原始读段数,-0.08598906895682422,0.00464783535463098,1082
男胎,Y染色体浓度,在参考基因组上比对的比例,-0.15943210693349455,1.3493241590853368e-07,1082
男胎,Y染色体浓度,重复读段的比例,0.1058103196583375,0.0004898103586609589,1082
男胎,Y染色体浓度,唯一比对的读段数,-0.06943907987737101,0.02235799041574383,1082
男胎,Y染色体浓度,GC含量,-0.01664606230814856,0.5844084746807454,1082
